Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Academic Program Short Name
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,75269,97276,Electrical Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,13874,14669,Electrical Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,31685,34409,Electrical Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,11169,15128,Electrical Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,6762,7094,Electrical Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,55619,87787,Electronics and Communication Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,4054,4054,Electronics and Communication Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,12677,13178,Electronics and Communication Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,27828,31215,Electronics and Communication Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,12871,13993,Electronics and Communication Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4234,5933,Electronics and Communication Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Industrial and Production Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,101172,118408,Industrial and Production Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Industrial and Production Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,17130,17607,Industrial and Production Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Industrial and Production Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,38671,40771,Industrial and Production Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Industrial and Production Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,13549,17151,Industrial and Production Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Industrial and Production Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,7149,8087,Industrial and Production Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Information Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,63198,87017,Information Technology 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Information Technology (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2244,2244,Information Technology 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Information Technology (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,12408,13042,Information Technology 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,27475,30512,Information Technology 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Information Technology (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,10851,14084,Information Technology 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Information Technology (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,6281,6810,Information Technology 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,79980,103475,Mechanical Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,15041,15858,Mechanical Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,35021,37123,Mechanical Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,14727,15704,Mechanical Engineering 
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,6272,7102,Mechanical Engineering 
"J.K. Institute of Applied Physics &Technology, Department of Electronics &Communication, University of Allahabad- Allahabad","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,28392,49977,Computer Science and Engineering with Major in Artificial Intelligence 
"J.K. Institute of Applied Physics &Technology, Department of Electronics &Communication, University of Allahabad- Allahabad","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1885,1885,Computer Science and Engineering with Major in Artificial Intelligence 
"J.K. Institute of Applied Physics &Technology, Department of Electronics &Communication, University of Allahabad- Allahabad","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,7269,7457,Computer Science and Engineering with Major in Artificial Intelligence 
"J.K. Institute of Applied Physics &Technology, Department of Electronics &Communication, University of Allahabad- Allahabad","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,17394,19140,Computer Science and Engineering with Major in Artificial Intelligence 
"J.K. Institute of Applied Physics &Technology, Department of Electronics &Communication, University of Allahabad- Allahabad","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1163,1163,Computer Science and Engineering with Major in Artificial Intelligence 
"J.K. Institute of Applied Physics &Technology, Department of Electronics &Communication, University of Allahabad- Allahabad","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,8031,9889,Computer Science and Engineering with Major in Artificial Intelligence 
"J.K. Institute of Applied Physics &Technology, Department of Electronics &Communication, University of Allahabad- Allahabad","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3074,3099,Computer Science and Engineering with Major in Artificial Intelligence 
"J.K. Institute of Applied Physics &Technology, Department of Electronics &Communication, University of Allahabad- Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,53381,64472,Electronics and Communication Engineering 
"J.K. Institute of Applied Physics &Technology, Department of Electronics &Communication, University of Allahabad- Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,3271,3271,Electronics and Communication Engineering 
"J.K. Institute of Applied Physics &Technology, Department of Electronics &Communication, University of Allahabad- Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,9158,9971,Electronics and Communication Engineering 
"J.K. Institute of Applied Physics &Technology, Department of Electronics &Communication, University of Allahabad- Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,19732,23186,Electronics and Communication Engineering 
"J.K. Institute of Applied Physics &Technology, Department of Electronics &Communication, University of Allahabad- Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1558,1558,Electronics and Communication Engineering 
"J.K. Institute of Applied Physics &Technology, Department of Electronics &Communication, University of Allahabad- Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,10848,11808,Electronics and Communication Engineering 
"J.K. Institute of Applied Physics &Technology, Department of Electronics &Communication, University of Allahabad- Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,2593,5751,Electronics and Communication Engineering 
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,17660,51218,Computer Science and Engineering 
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1619,1619,Computer Science and Engineering 
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,7385,8015,Computer Science and Engineering 
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,15118,19185,Computer Science and Engineering 
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,953,953,Computer Science and Engineering 
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,4299,9197,Computer Science and Engineering 
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3873,4484,Computer Science and Engineering 
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Electronic Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,51673,61907,Electronic Engineering 
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Electronic Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,3987,3987,Electronic Engineering 
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Electronic Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,9176,10127,Electronic Engineering 
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Electronic Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,19477,22252,Electronic Engineering 
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Electronic Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,8384,11369,Electronic Engineering 
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Electronic Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4966,5225,Electronic Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,36255,56268,Computer Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),44939,61663,Computer Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2856,2856,Computer Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,8034,8446,Computer Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),8984,8984,Computer Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,17235,19572,Computer Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),21132,24204,Computer Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,8373,11251,Computer Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),10400,12405,Computer Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3967,5544,Computer Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),4019,4019,Computer Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,52251,68000,Mechanical Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),64215,79135,Mechanical Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,9738,11200,Mechanical Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),12118,12118,Mechanical Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,21008,24976,Mechanical Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),25985,27785,Mechanical Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,9779,12084,Mechanical Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),9755,12066,Mechanical Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3229,6074,Mechanical Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),5980,5980,Mechanical Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,58296,79761,Metallurgy and Materials Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),75850,82763,Metallurgy and Materials Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,11460,12765,Metallurgy and Materials Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),14031,14265,Metallurgy and Materials Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,25117,32610,Metallurgy and Materials Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),28656,32934,Metallurgy and Materials Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,11521,14014,Metallurgy and Materials Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),12389,15150,Metallurgy and Materials Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4774,6420,Metallurgy and Materials Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),6244,6244,Metallurgy and Materials Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,61387,85868,Production and Industrial Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),73801,86720,Production and Industrial Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,13225,13888,Production and Industrial Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),13070,13070,Production and Industrial Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,27222,34286,Production and Industrial Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),28842,33143,Production and Industrial Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,13311,15726,Production and Industrial Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),13481,13988,Production and Industrial Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,6067,7060,Production and Industrial Engineering 
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),6597,6597,Production and Industrial Engineering 
Sant Longowal Institute of Engineering and Technology,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,46325,66031,Artificial Intelligence and Data Science 
Sant Longowal Institute of Engineering and Technology,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2095,2095,Artificial Intelligence and Data Science 
Sant Longowal Institute of Engineering and Technology,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,9479,9928,Artificial Intelligence and Data Science 
Sant Longowal Institute of Engineering and Technology,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,22809,24295,Artificial Intelligence and Data Science 
Sant Longowal Institute of Engineering and Technology,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,10088,11775,Artificial Intelligence and Data Science 
Sant Longowal Institute of Engineering and Technology,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,6200,6433,Artificial Intelligence and Data Science 
Sant Longowal Institute of Engineering and Technology,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,68388,102905,Chemical Engineering 
Sant Longowal Institute of Engineering and Technology,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,15258,15846,Chemical Engineering 
Sant Longowal Institute of Engineering and Technology,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,33554,38094,Chemical Engineering 
Sant Longowal Institute of Engineering and Technology,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,12452,15206,Chemical Engineering 
Sant Longowal Institute of Engineering and Technology,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,7563,7663,Chemical Engineering 
Sant Longowal Institute of Engineering and Technology,"Chemistry (5 Years, Integrated Master of Science)",AI,OPEN,Gender-Neutral,74347,91170,Chemistry (M.S.)
Sant Longowal Institute of Engineering and Technology,"Chemistry (5 Years, Integrated Master of Science)",AI,EWS,Gender-Neutral,14763,14763,Chemistry (M.S.)
Sant Longowal Institute of Engineering and Technology,"Chemistry (5 Years, Integrated Master of Science)",AI,OBC-NCL,Gender-Neutral,37204,38055,Chemistry (M.S.)
Sant Longowal Institute of Engineering and Technology,"Chemistry (5 Years, Integrated Master of Science)",AI,SC,Gender-Neutral,12341,12464,Chemistry (M.S.)
Sant Longowal Institute of Engineering and Technology,"Chemistry (5 Years, Integrated Master of Science)",AI,ST,Gender-Neutral,7403,7403,Chemistry (M.S.)
Sant Longowal Institute of Engineering and Technology,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,87567,102957,Civil Engineering 
Sant Longowal Institute of Engineering and Technology,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,15440,15789,Civil Engineering 
Sant Longowal Institute of Engineering and Technology,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,33306,38156,Civil Engineering 
Sant Longowal Institute of Engineering and Technology,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,10630,14492,Civil Engineering 
Sant Longowal Institute of Engineering and Technology,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,6120,7163,Civil Engineering 
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,47075,64256,Computer Science and Engineering 
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2021,2021,Computer Science and Engineering 
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,9286,9919,Computer Science and Engineering 
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,20141,23132,Computer Science and Engineering 
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,8642,11239,Computer Science and Engineering 
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5221,6447,Computer Science and Engineering 
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,62917,71482,Computer Science and Engineering (M.Tech.)
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,10297,10738,Computer Science and Engineering (M.Tech.)
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,23289,25148,Computer Science and Engineering (M.Tech.)
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,9073,13067,Computer Science and Engineering (M.Tech.)
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,6246,6660,Computer Science and Engineering (M.Tech.)
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,71937,81868,Electrical Engineering 
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,11928,12614,Electrical Engineering 
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,26114,28838,Electrical Engineering 
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,12300,14511,Electrical Engineering 
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,6538,6924,Electrical Engineering 
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,74389,90963,Electrical Engineering (M.Tech.)
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,13071,13332,Electrical Engineering (M.Tech.)
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,32282,33452,Electrical Engineering (M.Tech.)
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,13488,14956,Electrical Engineering (M.Tech.)
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,7575,7829,Electrical Engineering (M.Tech.)
Sant Longowal Institute of Engineering and Technology,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,56200,70288,Electronics and Communication Engineering 
Sant Longowal Institute of Engineering and Technology,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,10203,10702,Electronics and Communication Engineering 
Sant Longowal Institute of Engineering and Technology,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,21729,25580,Electronics and Communication Engineering 
Sant Longowal Institute of Engineering and Technology,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,10905,12802,Electronics and Communication Engineering 
Sant Longowal Institute of Engineering and Technology,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5237,5811,Electronics and Communication Engineering 
Sant Longowal Institute of Engineering and Technology,"Food Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,106472,121270,Food Technology 
Sant Longowal Institute of Engineering and Technology,"Food Technology (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,17708,17993,Food Technology 
Sant Longowal Institute of Engineering and Technology,"Food Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,39988,41074,Food Technology 
Sant Longowal Institute of Engineering and Technology,"Food Technology (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,17056,17591,Food Technology 
Sant Longowal Institute of Engineering and Technology,"Food Technology (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,8021,8326,Food Technology 
Sant Longowal Institute of Engineering and Technology,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,85122,103559,Instrumentation and Control Engineering 
